#: table_doi: 10.17182/hepdata.91996.v2/t3
#: name: Table 3
#: description: Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the signal in the VZERO detector. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.
#: data_file: data3.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (X')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.32499999999999996,0.3,0.35,2.443e+01,1.536e-02,-1.536e-02,6.781e-01,-6.781e-01,4.887e-01,-4.887e-01
0.375,0.35,0.4,2.233e+01,1.448e-02,-1.448e-02,6.674e-01,-6.674e-01,4.466e-01,-4.466e-01
0.42500000000000004,0.4,0.45,2.028e+01,1.371e-02,-1.371e-02,6.559e-01,-6.559e-01,4.055e-01,-4.055e-01
0.475,0.45,0.5,1.836e+01,1.326e-02,-1.326e-02,6.227e-01,-6.227e-01,3.673e-01,-3.673e-01
0.525,0.5,0.55,1.656e+01,1.296e-02,-1.296e-02,5.930e-01,-5.930e-01,3.311e-01,-3.311e-01
0.575,0.55,0.6,1.501e+01,1.259e-02,-1.259e-02,5.625e-01,-5.625e-01,3.003e-01,-3.003e-01
0.625,0.6,0.65,1.355e+01,1.221e-02,-1.221e-02,5.124e-01,-5.124e-01,2.711e-01,-2.711e-01
0.675,0.65,0.7,1.231e+01,1.192e-02,-1.192e-02,4.371e-01,-4.371e-01,2.463e-01,-2.463e-01
0.725,0.7,0.75,1.121e+01,1.156e-02,-1.156e-02,3.751e-01,-3.751e-01,2.242e-01,-2.242e-01
0.775,0.75,0.8,1.021e+01,1.120e-02,-1.120e-02,3.252e-01,-3.252e-01,2.041e-01,-2.041e-01
0.825,0.8,0.85,9.289e+00,1.084e-02,-1.084e-02,2.907e-01,-2.907e-01,1.858e-01,-1.858e-01
0.875,0.85,0.9,8.484e+00,1.050e-02,-1.050e-02,2.612e-01,-2.612e-01,1.697e-01,-1.697e-01
0.925,0.9,0.95,7.728e+00,1.013e-02,-1.013e-02,2.339e-01,-2.339e-01,1.546e-01,-1.546e-01
0.975,0.95,1.0,7.056e+00,9.701e-03,-9.701e-03,2.351e-01,-2.351e-01,1.411e-01,-1.411e-01
1.05,1.0,1.1,6.168e+00,6.367e-03,-6.367e-03,2.201e-01,-2.201e-01,1.234e-01,-1.234e-01
1.15,1.1,1.2,5.191e+00,5.772e-03,-5.772e-03,1.904e-01,-1.904e-01,1.077e-01,-1.077e-01
1.25,1.2,1.3,4.321e+00,5.188e-03,-5.188e-03,1.568e-01,-1.568e-01,9.860e-02,-9.860e-02
1.35,1.3,1.4,3.721e+00,4.834e-03,-4.834e-03,1.351e-01,-1.351e-01,8.491e-02,-8.491e-02
1.45,1.4,1.5,3.072e+00,4.318e-03,-4.318e-03,1.179e-01,-1.179e-01,7.994e-02,-7.994e-02
1.55,1.5,1.6,2.650e+00,4.025e-03,-4.025e-03,1.017e-01,-1.017e-01,6.896e-02,-6.896e-02
1.65,1.6,1.7,2.214e+00,3.634e-03,-3.634e-03,9.056e-02,-9.056e-02,6.589e-02,-6.589e-02
1.75,1.7,1.8,1.915e+00,3.390e-03,-3.390e-03,7.833e-02,-7.833e-02,5.699e-02,-5.699e-02
1.85,1.8,1.9,1.614e+00,3.080e-03,-3.080e-03,7.490e-02,-7.490e-02,5.876e-02,-5.876e-02
1.95,1.9,2.0,1.387e+00,2.861e-03,-2.861e-03,6.438e-02,-6.438e-02,5.050e-02,-5.050e-02
2.1,2.0,2.2,1.095e+00,1.784e-03,-1.784e-03,4.982e-02,-4.982e-02,3.986e-02,-3.986e-02
2.3,2.2,2.4,8.114e-01,1.529e-03,-1.529e-03,3.775e-02,-3.775e-02,2.955e-02,-2.955e-02
2.5,2.4,2.6,6.091e-01,1.320e-03,-1.320e-03,2.839e-02,-2.839e-02,2.223e-02,-2.223e-02
2.7,2.6,2.8,4.542e-01,1.133e-03,-1.133e-03,2.135e-02,-2.135e-02,1.655e-02,-1.655e-02
2.9,2.8,3.0,3.460e-01,9.857e-04,-9.857e-04,1.617e-02,-1.617e-02,1.262e-02,-1.262e-02
3.1,3.0,3.2,2.642e-01,8.586e-04,-8.586e-04,1.238e-02,-1.238e-02,9.623e-03,-9.623e-03
3.3,3.2,3.4,2.037e-01,7.485e-04,-7.485e-04,9.540e-03,-9.540e-03,7.424e-03,-7.424e-03
3.5,3.4,3.6,1.606e-01,6.663e-04,-6.663e-04,7.520e-03,-7.520e-03,5.853e-03,-5.853e-03
3.7,3.6,3.8,1.235e-01,5.783e-04,-5.783e-04,5.706e-03,-5.706e-03,4.497e-03,-4.497e-03
3.9,3.8,4.0,9.903e-02,5.174e-04,-5.174e-04,4.575e-03,-4.575e-03,3.605e-03,-3.605e-03
4.25,4.0,4.5,6.690e-02,2.670e-04,-2.670e-04,3.077e-03,-3.077e-03,2.436e-03,-2.436e-03
4.75,4.5,5.0,4.014e-02,2.063e-04,-2.063e-04,1.846e-03,-1.846e-03,1.461e-03,-1.461e-03
5.25,5.0,5.5,2.465e-02,1.595e-04,-1.595e-04,1.127e-03,-1.127e-03,9.001e-04,-9.001e-04
5.75,5.5,6.0,1.582e-02,1.278e-04,-1.278e-04,7.236e-04,-7.236e-04,5.777e-04,-5.777e-04
6.25,6.0,6.5,1.039e-02,1.015e-04,-1.015e-04,4.676e-04,-4.676e-04,3.799e-04,-3.799e-04
6.75,6.5,7.0,7.172e-03,8.435e-05,-8.435e-05,3.229e-04,-3.229e-04,2.624e-04,-2.624e-04
7.5,7.0,8.0,4.302e-03,4.619e-05,-4.619e-05,1.937e-04,-1.937e-04,1.574e-04,-1.574e-04
9.0,8.0,10.0,1.857e-03,2.123e-05,-2.123e-05,8.319e-05,-8.319e-05,6.840e-05,-6.840e-05
11.5,10.0,13.0,5.689e-04,9.490e-06,-9.490e-06,2.719e-05,-2.719e-05,2.233e-05,-2.233e-05
16.5,13.0,20.0,1.193e-04,2.840e-06,-2.840e-06,5.365e-06,-5.365e-06,4.348e-06,-4.348e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (I')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,3.516e+01,5.427e-02,-5.427e-02,9.927e-01,-9.927e-01,7.031e-01,-7.031e-01
0.225,0.2,0.25,3.456e+01,3.827e-02,-3.827e-02,8.016e-01,-8.016e-01,6.911e-01,-6.911e-01
0.275,0.25,0.3,3.276e+01,3.612e-02,-3.612e-02,7.769e-01,-7.769e-01,6.552e-01,-6.552e-01
0.32499999999999996,0.3,0.35,3.051e+01,3.431e-02,-3.431e-02,8.446e-01,-8.446e-01,6.102e-01,-6.102e-01
0.375,0.35,0.4,2.796e+01,3.239e-02,-3.239e-02,8.415e-01,-8.415e-01,5.593e-01,-5.593e-01
0.42500000000000004,0.4,0.45,2.560e+01,3.079e-02,-3.079e-02,8.297e-01,-8.297e-01,5.119e-01,-5.119e-01
0.475,0.45,0.5,2.328e+01,2.986e-02,-2.986e-02,7.868e-01,-7.868e-01,4.656e-01,-4.656e-01
0.525,0.5,0.55,2.110e+01,2.926e-02,-2.926e-02,7.615e-01,-7.615e-01,4.219e-01,-4.219e-01
0.575,0.55,0.6,1.929e+01,2.853e-02,-2.853e-02,7.232e-01,-7.232e-01,3.857e-01,-3.857e-01
0.625,0.6,0.65,1.749e+01,2.774e-02,-2.774e-02,6.585e-01,-6.585e-01,3.499e-01,-3.499e-01
0.675,0.65,0.7,1.600e+01,2.717e-02,-2.717e-02,5.719e-01,-5.719e-01,3.199e-01,-3.199e-01
0.725,0.7,0.75,1.461e+01,2.639e-02,-2.639e-02,4.870e-01,-4.870e-01,2.923e-01,-2.923e-01
0.775,0.75,0.8,1.340e+01,2.565e-02,-2.565e-02,4.324e-01,-4.324e-01,2.680e-01,-2.680e-01
0.825,0.8,0.85,1.226e+01,2.489e-02,-2.489e-02,3.830e-01,-3.830e-01,2.453e-01,-2.453e-01
0.875,0.85,0.9,1.121e+01,2.413e-02,-2.413e-02,3.428e-01,-3.428e-01,2.242e-01,-2.242e-01
0.925,0.9,0.95,1.025e+01,2.333e-02,-2.333e-02,3.163e-01,-3.163e-01,2.051e-01,-2.051e-01
0.975,0.95,1.0,9.436e+00,2.242e-02,-2.242e-02,3.179e-01,-3.179e-01,1.887e-01,-1.887e-01
1.05,1.0,1.1,8.339e+00,1.480e-02,-1.480e-02,2.982e-01,-2.982e-01,1.668e-01,-1.668e-01
1.15,1.1,1.2,7.060e+00,1.345e-02,-1.345e-02,2.623e-01,-2.623e-01,1.470e-01,-1.470e-01
1.25,1.2,1.3,5.905e+00,1.212e-02,-1.212e-02,2.139e-01,-2.139e-01,1.348e-01,-1.348e-01
1.35,1.3,1.4,5.133e+00,1.135e-02,-1.135e-02,1.859e-01,-1.859e-01,1.171e-01,-1.171e-01
1.45,1.4,1.5,4.275e+00,1.018e-02,-1.018e-02,1.647e-01,-1.647e-01,1.114e-01,-1.114e-01
1.55,1.5,1.6,3.720e+00,9.534e-03,-9.534e-03,1.434e-01,-1.434e-01,9.691e-02,-9.691e-02
1.65,1.6,1.7,3.114e+00,8.615e-03,-8.615e-03,1.276e-01,-1.276e-01,9.277e-02,-9.277e-02
1.75,1.7,1.8,2.725e+00,8.082e-03,-8.082e-03,1.117e-01,-1.117e-01,8.116e-02,-8.116e-02
1.85,1.8,1.9,2.286e+00,7.328e-03,-7.328e-03,1.068e-01,-1.068e-01,8.340e-02,-8.340e-02
1.95,1.9,2.0,1.984e+00,6.839e-03,-6.839e-03,9.267e-02,-9.267e-02,7.237e-02,-7.237e-02
2.1,2.0,2.2,1.579e+00,4.281e-03,-4.281e-03,7.195e-02,-7.195e-02,5.750e-02,-5.750e-02
2.3,2.2,2.4,1.180e+00,3.683e-03,-3.683e-03,5.506e-02,-5.506e-02,4.299e-02,-4.299e-02
2.5,2.4,2.6,8.891e-01,3.188e-03,-3.188e-03,4.135e-02,-4.135e-02,3.242e-02,-3.242e-02
2.7,2.6,2.8,6.727e-01,2.757e-03,-2.757e-03,3.161e-02,-3.161e-02,2.451e-02,-2.451e-02
2.9,2.8,3.0,5.177e-01,2.410e-03,-2.410e-03,2.417e-02,-2.417e-02,1.887e-02,-1.887e-02
3.1,3.0,3.2,3.954e-01,2.100e-03,-2.100e-03,1.862e-02,-1.862e-02,1.443e-02,-1.443e-02
3.3,3.2,3.4,3.049e-01,1.830e-03,-1.830e-03,1.427e-02,-1.427e-02,1.111e-02,-1.111e-02
3.5,3.4,3.6,2.395e-01,1.626e-03,-1.626e-03,1.121e-02,-1.121e-02,8.727e-03,-8.727e-03
3.7,3.6,3.8,1.885e-01,1.428e-03,-1.428e-03,8.705e-03,-8.705e-03,6.864e-03,-6.864e-03
3.9,3.8,4.0,1.504e-01,1.275e-03,-1.275e-03,6.948e-03,-6.948e-03,5.479e-03,-5.479e-03
4.25,4.0,4.5,1.031e-01,6.625e-04,-6.625e-04,4.767e-03,-4.767e-03,3.760e-03,-3.760e-03
4.75,4.5,5.0,6.096e-02,5.080e-04,-5.080e-04,2.819e-03,-2.819e-03,2.223e-03,-2.223e-03
5.25,5.0,5.5,3.780e-02,3.947e-04,-3.947e-04,1.723e-03,-1.723e-03,1.378e-03,-1.378e-03
5.75,5.5,6.0,2.420e-02,3.158e-04,-3.158e-04,1.103e-03,-1.103e-03,8.818e-04,-8.818e-04
6.25,6.0,6.5,1.556e-02,2.480e-04,-2.480e-04,7.104e-04,-7.104e-04,5.773e-04,-5.773e-04
6.75,6.5,7.0,1.092e-02,2.078e-04,-2.078e-04,4.986e-04,-4.986e-04,4.051e-04,-4.051e-04
7.5,7.0,8.0,6.712e-03,1.152e-04,-1.152e-04,3.065e-04,-3.065e-04,2.491e-04,-2.491e-04
9.0,8.0,10.0,2.899e-03,5.298e-05,-5.298e-05,1.358e-04,-1.358e-04,1.123e-04,-1.123e-04
11.5,10.0,13.0,8.853e-04,2.364e-05,-2.364e-05,4.075e-05,-4.075e-05,3.337e-05,-3.337e-05
16.5,13.0,20.0,1.774e-04,6.917e-06,-6.917e-06,9.806e-06,-9.806e-06,7.505e-06,-7.505e-06

