#: table_doi: 10.17182/hepdata.91996.v2/t1
#: name: Table 1
#: description: Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.
#: data_file: data1.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (X')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
3.7,3.6,3.8,3.436e-01,5.631e-03,-5.631e-03,2.030e-02,-2.030e-02,1.643e-02,-1.643e-02
3.9,3.8,4.0,2.719e-01,5.005e-03,-5.005e-03,1.606e-02,-1.606e-02,1.300e-02,-1.300e-02
4.25,4.0,4.5,1.950e-01,2.661e-03,-2.661e-03,1.122e-02,-1.122e-02,9.179e-03,-9.179e-03
4.75,4.5,5.0,1.186e-01,2.070e-03,-2.070e-03,6.823e-03,-6.823e-03,5.583e-03,-5.583e-03
5.25,5.0,5.5,7.719e-02,1.648e-03,-1.648e-03,4.617e-03,-4.617e-03,3.801e-03,-3.801e-03
5.75,5.5,6.0,5.113e-02,1.341e-03,-1.341e-03,3.058e-03,-3.058e-03,2.518e-03,-2.518e-03
6.25,6.0,6.5,3.271e-02,1.051e-03,-1.051e-03,1.902e-03,-1.902e-03,1.580e-03,-1.580e-03
6.75,6.5,7.0,2.497e-02,9.186e-04,-9.186e-04,1.452e-03,-1.452e-03,1.206e-03,-1.206e-03
7.5,7.0,8.0,1.531e-02,5.085e-04,-5.085e-04,8.901e-04,-8.901e-04,7.394e-04,-7.394e-04
9.0,8.0,10.0,6.925e-03,2.391e-04,-2.391e-04,4.212e-04,-4.212e-04,3.568e-04,-3.568e-04
11.5,10.0,13.0,2.314e-03,1.116e-04,-1.116e-04,1.363e-04,-1.363e-04,1.138e-04,-1.138e-04
16.5,13.0,20.0,5.998e-04,3.712e-05,-3.712e-05,4.121e-05,-4.121e-05,3.279e-05,-3.279e-05

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (II')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,5.851e+01,3.062e-01,-3.062e-01,2.116e+00,-2.116e+00,1.438e+00,-1.438e+00
0.225,0.2,0.25,5.622e+01,2.135e-01,-2.135e-01,1.854e+00,-1.854e+00,1.377e+00,-1.377e+00
0.275,0.25,0.3,5.269e+01,2.003e-01,-2.003e-01,1.729e+00,-1.729e+00,1.295e+00,-1.295e+00
0.32499999999999996,0.3,0.35,4.899e+01,1.901e-01,-1.901e-01,1.763e+00,-1.763e+00,1.208e+00,-1.208e+00
0.375,0.35,0.4,4.485e+01,1.794e-01,-1.794e-01,1.699e+00,-1.699e+00,1.109e+00,-1.109e+00
0.42500000000000004,0.4,0.45,4.120e+01,1.708e-01,-1.708e-01,1.662e+00,-1.662e+00,1.024e+00,-1.024e+00
0.475,0.45,0.5,3.772e+01,1.662e-01,-1.662e-01,1.574e+00,-1.574e+00,9.429e-01,-9.429e-01
0.525,0.5,0.55,3.411e+01,1.626e-01,-1.626e-01,1.471e+00,-1.471e+00,8.567e-01,-8.567e-01
0.575,0.55,0.6,3.126e+01,1.588e-01,-1.588e-01,1.393e+00,-1.393e+00,7.901e-01,-7.901e-01
0.625,0.6,0.65,2.873e+01,1.555e-01,-1.555e-01,1.279e+00,-1.279e+00,7.313e-01,-7.313e-01
0.675,0.65,0.7,2.633e+01,1.524e-01,-1.524e-01,1.122e+00,-1.122e+00,6.755e-01,-6.755e-01
0.725,0.7,0.75,2.413e+01,1.483e-01,-1.483e-01,9.872e-01,-9.872e-01,6.245e-01,-6.245e-01
0.775,0.75,0.8,2.232e+01,1.448e-01,-1.448e-01,8.912e-01,-8.912e-01,5.830e-01,-5.830e-01
0.825,0.8,0.85,2.051e+01,1.408e-01,-1.408e-01,8.094e-01,-8.094e-01,5.411e-01,-5.411e-01
0.875,0.85,0.9,1.892e+01,1.371e-01,-1.371e-01,7.398e-01,-7.398e-01,5.046e-01,-5.046e-01
0.925,0.9,0.95,1.756e+01,1.335e-01,-1.335e-01,6.792e-01,-6.792e-01,4.738e-01,-4.738e-01
0.975,0.95,1.0,1.615e+01,1.283e-01,-1.283e-01,6.675e-01,-6.675e-01,4.416e-01,-4.416e-01
1.05,1.0,1.1,1.425e+01,8.461e-02,-8.461e-02,7.051e-01,-7.051e-01,5.083e-01,-5.083e-01
1.15,1.1,1.2,1.238e+01,7.792e-02,-7.792e-02,6.246e-01,-6.246e-01,4.499e-01,-4.499e-01
1.25,1.2,1.3,1.052e+01,7.079e-02,-7.079e-02,5.264e-01,-5.264e-01,3.953e-01,-3.953e-01
1.35,1.3,1.4,9.241e+00,6.662e-02,-6.662e-02,4.623e-01,-4.623e-01,3.471e-01,-3.471e-01
1.45,1.4,1.5,7.823e+00,6.023e-02,-6.023e-02,4.040e-01,-4.040e-01,3.097e-01,-3.097e-01
1.55,1.5,1.6,6.751e+00,5.616e-02,-5.616e-02,3.486e-01,-3.486e-01,2.673e-01,-2.673e-01
1.65,1.6,1.7,5.741e+00,5.116e-02,-5.116e-02,3.082e-01,-3.082e-01,2.420e-01,-2.420e-01
1.75,1.7,1.8,5.101e+00,4.836e-02,-4.836e-02,2.738e-01,-2.738e-01,2.150e-01,-2.150e-01
1.85,1.8,1.9,4.337e+00,4.415e-02,-4.415e-02,2.517e-01,-2.517e-01,2.043e-01,-2.043e-01
1.95,1.9,2.0,3.801e+00,4.140e-02,-4.140e-02,2.206e-01,-2.206e-01,1.790e-01,-1.790e-01
2.1,2.0,2.2,3.069e+00,2.610e-02,-2.610e-02,1.759e-01,-1.759e-01,1.445e-01,-1.445e-01
2.3,2.2,2.4,2.381e+00,2.289e-02,-2.289e-02,1.379e-01,-1.379e-01,1.121e-01,-1.121e-01
2.5,2.4,2.6,1.798e+00,1.982e-02,-1.982e-02,1.040e-01,-1.040e-01,8.467e-02,-8.467e-02
2.7,2.6,2.8,1.394e+00,1.735e-02,-1.735e-02,8.127e-02,-8.127e-02,6.564e-02,-6.564e-02
2.9,2.8,3.0,1.085e+00,1.526e-02,-1.526e-02,6.315e-02,-6.315e-02,5.113e-02,-5.113e-02
3.1,3.0,3.2,8.806e-01,1.370e-02,-1.370e-02,5.153e-02,-5.153e-02,4.153e-02,-4.153e-02
3.3,3.2,3.4,6.900e-01,1.204e-02,-1.204e-02,4.057e-02,-4.057e-02,3.269e-02,-3.269e-02
3.5,3.4,3.6,5.431e-01,1.071e-02,-1.071e-02,3.193e-02,-3.193e-02,2.573e-02,-2.573e-02
3.7,3.6,3.8,4.258e-01,9.385e-03,-9.385e-03,2.483e-02,-2.483e-02,2.014e-02,-2.014e-02
3.9,3.8,4.0,3.530e-01,8.540e-03,-8.540e-03,2.059e-02,-2.059e-02,1.670e-02,-1.670e-02
4.25,4.0,4.5,2.458e-01,4.474e-03,-4.474e-03,1.438e-02,-1.438e-02,1.169e-02,-1.169e-02
4.75,4.5,5.0,1.559e-01,3.554e-03,-3.554e-03,9.121e-03,-9.121e-03,7.415e-03,-7.415e-03
5.25,5.0,5.5,1.034e-01,2.855e-03,-2.855e-03,6.047e-03,-6.047e-03,4.964e-03,-4.964e-03
5.75,5.5,6.0,6.647e-02,2.289e-03,-2.289e-03,3.888e-03,-3.888e-03,3.192e-03,-3.192e-03
6.25,6.0,6.5,4.112e-02,1.765e-03,-1.765e-03,2.430e-03,-2.430e-03,2.023e-03,-2.023e-03
6.75,6.5,7.0,3.120e-02,1.537e-03,-1.537e-03,1.844e-03,-1.844e-03,1.535e-03,-1.535e-03
7.5,7.0,8.0,1.977e-02,8.651e-04,-8.651e-04,1.168e-03,-1.168e-03,9.725e-04,-9.725e-04
9.0,8.0,10.0,9.162e-03,4.118e-04,-4.118e-04,5.407e-04,-5.407e-04,4.550e-04,-4.550e-04
11.5,10.0,13.0,3.428e-03,2.034e-04,-2.034e-04,2.030e-04,-2.030e-04,1.696e-04,-1.696e-04
16.5,13.0,20.0,7.988e-04,6.416e-05,-6.416e-05,5.478e-05,-5.478e-05,4.358e-05,-4.358e-05

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (I')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,6.822e+01,1.016e+00,-1.016e+00,2.532e+00,-2.532e+00,1.667e+00,-1.667e+00
0.225,0.2,0.25,6.624e+01,7.125e-01,-7.125e-01,2.194e+00,-2.194e+00,1.622e+00,-1.622e+00
0.275,0.25,0.3,6.143e+01,6.648e-01,-6.648e-01,2.028e+00,-2.028e+00,1.509e+00,-1.509e+00
0.32499999999999996,0.3,0.35,5.744e+01,6.328e-01,-6.328e-01,2.080e+00,-2.080e+00,1.415e+00,-1.415e+00
0.375,0.35,0.4,5.352e+01,6.024e-01,-6.024e-01,2.010e+00,-2.010e+00,1.326e+00,-1.326e+00
0.42500000000000004,0.4,0.45,4.915e+01,5.736e-01,-5.736e-01,1.966e+00,-1.966e+00,1.221e+00,-1.221e+00
0.475,0.45,0.5,4.480e+01,5.568e-01,-5.568e-01,1.909e+00,-1.909e+00,1.132e+00,-1.132e+00
0.525,0.5,0.55,4.083e+01,5.470e-01,-5.470e-01,1.915e+00,-1.915e+00,1.108e+00,-1.108e+00
0.575,0.55,0.6,3.708e+01,5.318e-01,-5.318e-01,1.802e+00,-1.802e+00,1.023e+00,-1.023e+00
0.625,0.6,0.65,3.397e+01,5.197e-01,-5.197e-01,1.569e+00,-1.569e+00,8.805e-01,-8.805e-01
0.675,0.65,0.7,3.164e+01,5.136e-01,-5.136e-01,1.383e+00,-1.383e+00,8.186e-01,-8.186e-01
0.725,0.7,0.75,2.914e+01,5.009e-01,-5.009e-01,1.196e+00,-1.196e+00,7.542e-01,-7.542e-01
0.775,0.75,0.8,2.681e+01,4.877e-01,-4.877e-01,1.060e+00,-1.060e+00,7.018e-01,-7.018e-01
0.825,0.8,0.85,2.513e+01,4.790e-01,-4.790e-01,1.008e+00,-1.008e+00,6.651e-01,-6.651e-01
0.875,0.85,0.9,2.260e+01,4.605e-01,-4.605e-01,9.181e-01,-9.181e-01,6.128e-01,-6.128e-01
0.925,0.9,0.95,2.030e+01,4.414e-01,-4.414e-01,8.522e-01,-8.522e-01,5.778e-01,-5.778e-01
0.975,0.95,1.0,1.961e+01,4.347e-01,-4.347e-01,8.669e-01,-8.669e-01,5.632e-01,-5.632e-01
1.05,1.0,1.1,1.759e+01,2.890e-01,-2.890e-01,8.871e-01,-8.871e-01,6.315e-01,-6.315e-01
1.15,1.1,1.2,1.516e+01,2.651e-01,-2.651e-01,7.712e-01,-7.712e-01,5.519e-01,-5.519e-01
1.25,1.2,1.3,1.335e+01,2.451e-01,-2.451e-01,6.667e-01,-6.667e-01,5.013e-01,-5.013e-01
1.35,1.3,1.4,1.142e+01,2.276e-01,-2.276e-01,5.703e-01,-5.703e-01,4.288e-01,-4.288e-01
1.45,1.4,1.5,9.687e+00,2.061e-01,-2.061e-01,5.005e-01,-5.005e-01,3.836e-01,-3.836e-01
1.55,1.5,1.6,8.594e+00,1.948e-01,-1.948e-01,4.440e-01,-4.440e-01,3.403e-01,-3.403e-01
1.65,1.6,1.7,7.701e+00,1.821e-01,-1.821e-01,4.136e-01,-4.136e-01,3.247e-01,-3.247e-01
1.75,1.7,1.8,6.498e+00,1.678e-01,-1.678e-01,3.490e-01,-3.490e-01,2.740e-01,-2.740e-01
1.85,1.8,1.9,5.540e+00,1.534e-01,-1.534e-01,3.221e-01,-3.221e-01,2.610e-01,-2.610e-01
1.95,1.9,2.0,5.010e+00,1.461e-01,-1.461e-01,2.913e-01,-2.913e-01,2.361e-01,-2.361e-01
2.1,2.0,2.2,4.188e+00,9.375e-02,-9.375e-02,2.418e-01,-2.418e-01,1.977e-01,-1.977e-01
2.3,2.2,2.4,3.003e+00,7.901e-02,-7.901e-02,1.747e-01,-1.747e-01,1.415e-01,-1.415e-01
2.5,2.4,2.6,2.451e+00,7.113e-02,-7.113e-02,1.431e-01,-1.431e-01,1.159e-01,-1.159e-01
2.7,2.6,2.8,1.974e+00,6.347e-02,-6.347e-02,1.182e-01,-1.182e-01,9.446e-02,-9.446e-02
2.9,2.8,3.0,1.415e+00,5.357e-02,-5.357e-02,8.528e-02,-8.528e-02,6.877e-02,-6.877e-02
3.1,3.0,3.2,1.245e+00,5.009e-02,-5.009e-02,7.518e-02,-7.518e-02,6.031e-02,-6.031e-02
3.3,3.2,3.4,9.038e-01,4.237e-02,-4.237e-02,5.470e-02,-5.470e-02,4.404e-02,-4.404e-02
3.5,3.4,3.6,8.185e-01,4.042e-02,-4.042e-02,4.954e-02,-4.954e-02,3.989e-02,-3.989e-02
3.7,3.6,3.8,6.101e-01,3.454e-02,-3.454e-02,3.696e-02,-3.696e-02,2.994e-02,-2.994e-02
3.9,3.8,4.0,4.549e-01,2.980e-02,-2.980e-02,2.756e-02,-2.756e-02,2.233e-02,-2.233e-02
4.25,4.0,4.5,3.509e-01,1.643e-02,-1.643e-02,2.149e-02,-2.149e-02,1.752e-02,-1.752e-02
4.75,4.5,5.0,2.419e-01,1.361e-02,-1.361e-02,1.481e-02,-1.481e-02,1.207e-02,-1.207e-02
5.25,5.0,5.5,1.617e-01,1.098e-02,-1.098e-02,1.021e-02,-1.021e-02,8.501e-03,-8.501e-03
5.75,5.5,6.0,1.051e-01,8.848e-03,-8.848e-03,6.632e-03,-6.632e-03,5.523e-03,-5.523e-03
6.25,6.0,6.5,7.088e-02,7.124e-03,-7.124e-03,4.718e-03,-4.718e-03,4.032e-03,-4.032e-03
6.75,6.5,7.0,6.157e-02,6.639e-03,-6.639e-03,4.098e-03,-4.098e-03,3.503e-03,-3.503e-03
7.5,7.0,8.0,3.759e-02,3.668e-03,-3.668e-03,2.502e-03,-2.502e-03,2.138e-03,-2.138e-03
9.0,8.0,10.0,1.627e-02,1.688e-03,-1.688e-03,1.120e-03,-1.120e-03,9.759e-04,-9.759e-04
11.5,10.0,13.0,7.645e-03,9.339e-04,-9.339e-04,5.249e-04,-5.249e-04,4.501e-04,-4.501e-04
16.5,13.0,20.0,1.705e-03,2.882e-04,-2.882e-04,1.172e-04,-1.172e-04,9.323e-05,-9.323e-05

